,4,8,12,16,20
100,0.55648,0.91055,0.95279,0.9652649999999999,0.9703025000000001
150,0.5448325,0.9047499999999999,0.9461325,0.9648825000000001,0.9719449999999998
200,0.41308249999999996,0.8950025,0.944955,0.9633050000000001,0.9720699999999999
250,0.47564,0.90094,0.9458325000000002,0.9603800000000001,0.9712425000000001
300,0.44625750000000003,0.892705,0.9473325000000001,0.957775,0.96893
