,4,8,12,16
100,2.1279127737454004,0.2677582822048239,0.16953639080348826,0.1328975785057992
150,1.3200894901582174,0.2547605499784862,0.1855997521150857,0.13944332696896583
200,2.0415700639997207,0.28051848290754217,0.18263715791848625,0.13743766312753514
250,1.2388306787184307,0.3148682136940104,0.20015228267492993,0.14546042502591652
300,1.4679932756083358,0.3168683793821506,0.1840396085847169,0.14531301245625533
