,1000000000000.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0
200,0.23162697435489718,2.2763148518971033,2.2064912847110203,1.768126971210752,1.260982192158699,0.8277719674365859,0.5236550012230875,0.3854053377040795,0.3291715367138386,0.305411400826914
