,4,8,12,16,20
100,1.8917865973200114,0.2925551592558623,0.17249387247753994,0.13234837811905892,0.11450073457722151
150,2.041043867179326,0.30552575247096164,0.18772541771855739,0.13402178864739836,0.11091345860875612
200,2.1742675624915533,0.32257925076676275,0.18820100430345962,0.13842563581692854,0.10922293404270227
250,2.059932386670794,0.31070854359439437,0.18960177999601832,0.14540304453644368,0.11501672152349991
300,2.1298734226908,0.3320666831582784,0.1865922197864524,0.1530122600101999,0.11892508545424789
