,4,8,12,16
100,1.8490315667788189,0.9339652024280458,0.5997366837944302,0.5576652494924408
150,1.9544715646335056,1.3181810190847942,0.6139493587613105,0.5542661594280175
200,2.063983056147893,1.532712153934297,0.8168629880320457,0.5527609104485738
250,2.050671559628986,1.6125205838680265,1.0619582767997469,0.5674158281513624
300,2.1388066191900346,1.6761963956412818,1.2342137168986456,0.6819888866941135
