,4,8,12,16
100,0.8268625000000001,0.8906375000000003,0.9056125,0.9142375000000001
150,0.8017125,0.8932625000000001,0.9076000000000001,0.9142625000000001
200,0.759925,0.8908374999999998,0.9063375000000002,0.9125
250,0.7443874999999999,0.8870874999999999,0.9046875,0.9131249999999999
300,0.73035,0.8913874999999998,0.903125,0.9129250000000004
