,1000000000000.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0
200,0.94575,0.5707625000000001,0.5285749999999997,0.6009624999999998,0.77945,0.8608749999999997,0.8930750000000002,0.911325,0.9199,0.9258624999999998
